Vertical,valid_from,valid_to,ally_name,policy_name,use_pre_approved_cupo,pd_model_multiplier,pd_model,pd_model_fallback,other_pd_models_to_run,secondary_policy_name,secondary_pd_model,PD_Multiplier_ally,Hardcoded_policy,SMB,,,,,,,,
HOME APPLIANCES,,,colchonesboxi-ecommerce,Oddy_medium_risk,FALSE,1,ADDI_PAGO_CO_ODYSSEUS,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,1,-,-,0,,,,,#N/A,,
FURNITURE,,,colchonescarino-online,Oddy_medium_risk,FALSE,1,ADDI_PAGO_CO_ODYSSEUS,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,1,-,-,0,,,,,#N/A,,
HOME IMPROVEMENT,,,colchonesensueno-online,Oddy_medium_risk,FALSE,1.5,ADDI_PAGO_CO_ODYSSEUS,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,1,-,-,0,,,,,#N/A,,
FURNITURE,,,colchonesmoon-ecommerce,Oddy_medium_risk,FALSE,1,ADDI_PAGO_CO_ODYSSEUS,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,1,-,-,0,,,,,#N/A,,
FURNITURE,,,colchonesmoon-online,Oddy_medium_risk,FALSE,1,ADDI_PAGO_CO_ODYSSEUS,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,1,-,-,0,,,,,#N/A,,
HOME APPLIANCES,,,colchonesosoperezoso-ecommerce,Oddy_medium_risk,FALSE,1,ADDI_PAGO_CO_ODYSSEUS,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,1,-,-,0,,,,,#N/A,,
HOME APPLIANCES,,,colchonesosoperezoso-online,Oddy_medium_risk,FALSE,1,ADDI_PAGO_CO_ODYSSEUS,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,1,-,-,0,,,,,#N/A,,
FURNITURE,,,colchonespetalo-online,Oddy_medium_risk,FALSE,1,ADDI_PAGO_CO_ODYSSEUS,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,1,-,-,0,,,,,#N/A,,
HOME IMPROVEMENT,,,colchonespunto2000-ecommerce,Oddy_medium_risk,FALSE,1.5,ADDI_PAGO_CO_ODYSSEUS,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,1,-,-,0,,,,,#N/A,,
HOME APPLIANCES,,,colchonespunto2000-online,rejection_policy_pago,FALSE,1,ADDI_PAGO_PD_AT_ORIGINATION_V3,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,1,rejection_policy_pago,-,0,,,,,#N/A,,
HOME APPLIANCES,,,colchonesrem-ecommerce,rejection_policy_pago,FALSE,10,ADDI_PAGO_PD_AT_ORIGINATION_V3,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,10,rejection_policy_pago,-,0,,,,,#N/A,,
HOME APPLIANCES,,,colchonesremyboxi-online,rejection_policy_pago,FALSE,10,ADDI_PAGO_PD_AT_ORIGINATION_V3,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,10,rejection_policy_pago,-,0,,,,,#N/A,,
FURNITURE,,,colchonessolarys-ecommerce,Oddy_medium_risk,FALSE,1,ADDI_PAGO_CO_ODYSSEUS,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,1,-,-,0,,,,,#N/A,,
FURNITURE,,,colchonessolarys-online,Oddy_medium_risk,FALSE,1,ADDI_PAGO_CO_ODYSSEUS,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,1,-,-,0,,,,,#N/A,,
ELECTIVE EDUCATIONAL SERVICES,,,colombiainternacional-online,rejection_policy_pago,FALSE,8,ADDI_PAGO_PD_AT_ORIGINATION_V3,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,10,rejection_policy_pago,-,0,,,,,#N/A,,
TECH/ELECTRONICS,,,comercializadoracelislunac-online,rejection_policy_pago,FALSE,1.95,ADDI_PAGO_PD_AT_ORIGINATION_V3,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,1.5,rejection_policy_pago,-,0,,,,,#N/A,,
TECH/ELECTRONICS,,,comercializadorafacihogarsas-ecommerce,Oddy_medium_risk,FALSE,1.3,ADDI_PAGO_CO_ODYSSEUS,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,1,-,-,0,,,,,#N/A,,
TECH/ELECTRONICS,,,comercializadorafacihogarsas-online,Oddy_medium_risk,FALSE,1.3,ADDI_PAGO_CO_ODYSSEUS,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,1,-,-,0,,,,,#N/A,,
HOME APPLIANCES,,,comertex-ecommerce,Oddy_medium_risk,FALSE,1,ADDI_PAGO_CO_ODYSSEUS,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,1,-,-,0,,,,,#N/A,,
HOME APPLIANCES,,,comertex-online,Oddy_medium_risk,FALSE,1,ADDI_PAGO_CO_ODYSSEUS,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,1,-,-,0,,,,,#N/A,,
TECH/ELECTRONICS,,,compulago-online,rejection_policy_pago,FALSE,13,ADDI_PAGO_PD_AT_ORIGINATION_V3,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,10,rejection_policy_pago,-,0,,,,,#N/A,,
HOME IMPROVEMENT,,,confortvital-ecommerce,Oddy_medium_risk,FALSE,1.5,ADDI_PAGO_CO_ODYSSEUS,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,1,-,-,0,,,,,#N/A,,
HOME IMPROVEMENT,,,construceramicas-online,Oddy_medium_risk,FALSE,1.5,ADDI_PAGO_CO_ODYSSEUS,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,1,-,-,0,,,,,110,,
HOME IMPROVEMENT,,,construideal-online,Oddy_medium_risk,FALSE,1.5,ADDI_PAGO_CO_ODYSSEUS,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,1,-,-,0,,,,,#N/A,,
ELECTIVE MEDICAL SERVICES,,,consultorioodontologicocao-online,Oddy_medium_risk,FALSE,1.3,ADDI_PAGO_CO_ODYSSEUS,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,1,-,-,0,,,,,#N/A,,
TECH/ELECTRONICS,,,crediexpress-online,Oddy_medium_risk,FALSE,1.3,ADDI_PAGO_CO_ODYSSEUS,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,1,-,-,0,,,,,#N/A,,
HOME APPLIANCES,,,credihogar-online,Oddy_medium_risk,FALSE,1,ADDI_PAGO_CO_ODYSSEUS,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,1,-,-,0,,,,,#N/A,,
TECH/ELECTRONICS,,,credimerlimitada-online,rejection_policy_pago,FALSE,1.3,ADDI_PAGO_PD_AT_ORIGINATION_V3,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,1,rejection_policy_pago,-,0,,,,,#N/A,,
TECH/ELECTRONICS,,,credisoluciones-online,Oddy_medium_risk,FALSE,1.3,ADDI_PAGO_CO_ODYSSEUS,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,1,-,-,0,,,,,#N/A,,
TECH/ELECTRONICS,,,credisuper-online,rejection_policy_pago,FALSE,13,ADDI_PAGO_PD_AT_ORIGINATION_V3,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,10,rejection_policy_pago,-,0,,,,,#N/A,,
TECH/ELECTRONICS,,,creditosvalle-online,Oddy_medium_risk,FALSE,1.3,ADDI_PAGO_CO_ODYSSEUS,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,1,-,-,0,,,,,#N/A,,
APPAREL,,,crocs-ecommerce,rejection_policy_pago,FALSE,1,ADDI_PAGO_PD_AT_ORIGINATION_V3,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,1.25,rejection_policy_pago,-,0,,,,,#N/A,,
APPAREL,,,crosswaresolutionssas-ecommerce,rejection_policy_pago,FALSE,1,ADDI_PAGO_PD_AT_ORIGINATION_V3,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,1.25,rejection_policy_pago,-,0,,,,,#N/A,,
APPAREL,,,crosswaresolutionssas-online,rejection_policy_pago,FALSE,1,ADDI_PAGO_PD_AT_ORIGINATION_V3,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,1.25,rejection_policy_pago,-,0,,,,,#N/A,,
ELECTIVE EDUCATIONAL SERVICES,,,cume-online,rejection_policy_pago,FALSE,8,ADDI_PAGO_PD_AT_ORIGINATION_V3,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,10,rejection_policy_pago,-,0,,,,,#N/A,,
NO INFO,,,cyfmayoristasas-online,Oddy_medium_risk,FALSE,1,ADDI_PAGO_CO_ODYSSEUS,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,1,addipago_interest_policy_standard_PLA_FO,-,0,,,,,#N/A,,
TECH/ELECTRONICS,,,cyptecnologia-online,Oddy_medium_risk,FALSE,1.3,ADDI_PAGO_CO_ODYSSEUS,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,1,-,-,0,,,,,#N/A,,
TECH/ELECTRONICS,,,dacatecnologia-online,Oddy_medium_risk,FALSE,1.3,ADDI_PAGO_CO_ODYSSEUS,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,1,-,-,0,,,,,#N/A,,
APPAREL,,,dafitionline,Oddy_medium_risk,FALSE,1,ADDI_PAGO_CO_ODYSSEUS,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,1.25,-,-,0,,,,,36,,
APPAREL,,,danisastudio-ecommerce,Oddy_medium_risk,FALSE,1,ADDI_PAGO_CO_ODYSSEUS,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,1.25,-,-,0,,,,,#N/A,,
APPAREL,,,danisastudio-online,Oddy_medium_risk,FALSE,1,ADDI_PAGO_CO_ODYSSEUS,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,1.25,-,-,0,,,,,#N/A,,
APPAREL,,,dcshoes-ecommerce,Oddy_medium_risk,FALSE,1,ADDI_PAGO_CO_ODYSSEUS,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,1.25,-,-,0,,,,,#N/A,,
ELECTIVE MEDICAL SERVICES,,,dentalbliss-online,Oddy_medium_risk,FALSE,1.3,ADDI_PAGO_CO_ODYSSEUS,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,1,-,-,0,,,,,#N/A,,
ELECTIVE MEDICAL SERVICES,,,dentalspa-online,Oddy_medium_risk,FALSE,1.3,ADDI_PAGO_CO_ODYSSEUS,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,1,-,-,0,,,,,#N/A,,
ELECTIVE MEDICAL SERVICES,,,dentisalud-online,Oddy_medium_risk,FALSE,1.3,ADDI_PAGO_CO_ODYSSEUS,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,1,-,-,0,,,,,103,,
ELECTIVE MEDICAL SERVICES,,,dhi-online,Oddy_medium_risk,FALSE,1.3,ADDI_PAGO_CO_ODYSSEUS,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,1,-,-,0,,,,,#N/A,,
TECH/ELECTRONICS,,,digitthau-ecommerce,rejection_policy_pago,FALSE,1.95,ADDI_PAGO_PD_AT_ORIGINATION_V3,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,1.5,rejection_policy_pago,-,0,,,,,#N/A,,
TECH/ELECTRONICS,,,discomtech-ecommerce,Oddy_medium_risk,FALSE,1.3,ADDI_PAGO_CO_ODYSSEUS,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,1,-,-,0,,,,,#N/A,,
TECH/ELECTRONICS,,,discomtech-online,Oddy_medium_risk,FALSE,1.3,ADDI_PAGO_CO_ODYSSEUS,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,1,-,-,0,,,,,#N/A,,
HOME IMPROVEMENT,,,dislacasita-online,Oddy_medium_risk,FALSE,1.5,ADDI_PAGO_CO_ODYSSEUS,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,1,-,-,0,,,,,#N/A,,
HOME IMPROVEMENT,,,dispufil-online,Oddy_medium_risk,FALSE,1.5,ADDI_PAGO_CO_ODYSSEUS,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,1,-,-,0,,,,,#N/A,,
TELECOMMUNICATIONS,,,districelpark-online,rejection_policy_pago,FALSE,1.3,ADDI_PAGO_PD_AT_ORIGINATION_V3,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,1,rejection_policy_pago,-,0,,,,,#N/A,,
TECH/ELECTRONICS,,,distriglobal-ecommerce,Oddy_medium_risk,FALSE,1.3,ADDI_PAGO_CO_ODYSSEUS,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,1,-,-,0,,,,,#N/A,,
TECH/ELECTRONICS,,,distriglobal-online,rejection_policy_pago,FALSE,13,ADDI_PAGO_PD_AT_ORIGINATION_V3,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,10,rejection_policy_pago,-,0,,,,,#N/A,,
TECH/ELECTRONICS,,,distritec-online,rejection_policy_pago,FALSE,1.95,ADDI_PAGO_PD_AT_ORIGINATION_V3,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,1.5,rejection_policy_pago,-,0,,,,,#N/A,,
SPORTS AND ACCESSORIES,,,distritobike-online,Oddy_medium_risk,FALSE,1,ADDI_PAGO_CO_ODYSSEUS,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,1.25,-,-,0,,,,,#N/A,,
TECH/ELECTRONICS,,,distritodocali-ecommerce,Oddy_medium_risk,FALSE,1.3,ADDI_PAGO_CO_ODYSSEUS,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,1,-,-,0,,,,,#N/A,,
TECH/ELECTRONICS,,,distritodocali-online,Oddy_medium_risk,FALSE,1.3,ADDI_PAGO_CO_ODYSSEUS,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,1,-,-,0,,,,,#N/A,,
APPAREL,,,donnacapricciosa-online,Oddy_medium_risk,FALSE,1,ADDI_PAGO_CO_ODYSSEUS,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,1.25,-,-,0,,,,,#N/A,,
AUTO-PARTS,,,eaglemobility-online,Oddy_medium_risk,FALSE,1,ADDI_PAGO_CO_ODYSSEUS,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,1,-,-,0,,,,,#N/A,,
SPORTS AND ACCESSORIES,,,ejerciciointeligentesas-ecommerce,Oddy_medium_risk,FALSE,1,ADDI_PAGO_CO_ODYSSEUS,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,1.25,-,-,0,,,,,#N/A,,
SPORTS AND ACCESSORIES,,,ejerciciointeligentesas-online,Oddy_medium_risk,FALSE,1,ADDI_PAGO_CO_ODYSSEUS,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,1.25,-,-,0,,,,,#N/A,,
HOME APPLIANCES,,,electrohome-online,rejection_policy_pago,FALSE,1,ADDI_PAGO_PD_AT_ORIGINATION_V3,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,1,rejection_policy_pago,-,0,,,,,#N/A,,
SPORTS AND ACCESSORIES,,,electroridescolombia-online,rejection_policy_pago,FALSE,1,ADDI_PAGO_PD_AT_ORIGINATION_V3,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,1.25,rejection_policy_pago,-,0,,,,,#N/A,,
HOME APPLIANCES,,,electroutlet-online,rejection_policy_pago,FALSE,1,ADDI_PAGO_PD_AT_ORIGINATION_V3,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,1,rejection_policy_pago,-,0,,,,,#N/A,,
APPAREL,,,elenaplus-ecommerce,Oddy_medium_risk,FALSE,1,ADDI_PAGO_CO_ODYSSEUS,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,1.25,-,-,0,,,,,#N/A,,
APPAREL,,,elenaplus-online,Oddy_medium_risk,FALSE,1,ADDI_PAGO_CO_ODYSSEUS,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,1.25,-,-,0,,,,,#N/A,,
APPAREL,,,elitefashion-online,rejection_policy_pago,FALSE,1,ADDI_PAGO_PD_AT_ORIGINATION_V3,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,1.25,rejection_policy_pago,-,0,,,,,143,,
HOME IMPROVEMENT,,,elmobiliario-ecommerce,Oddy_medium_risk,FALSE,1.5,ADDI_PAGO_CO_ODYSSEUS,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,1,-,-,0,,,,,#N/A,,
HOME APPLIANCES,,,elmobiliariocruz-online,Oddy_medium_risk,FALSE,1,ADDI_PAGO_CO_ODYSSEUS,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,1,-,-,0,,,,,#N/A,,
APPAREL,,,elsurtidorsas-online,Oddy_medium_risk,FALSE,1.6,ADDI_PAGO_CO_ODYSSEUS,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,2,-,-,0,,,,,#N/A,,
DEPARTMENT STORES/BIG BOX RETAILERS,,,encarguelocom-ecommerce,Oddy_medium_risk,FALSE,1.6,ADDI_PAGO_CO_ODYSSEUS,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,1.6,-,-,0,,,,,#N/A,,
ELECTIVE EDUCATIONAL SERVICES,,,englishforme-ecommerce,Oddy_medium_risk,FALSE,1,ADDI_PAGO_CO_ODYSSEUS,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,1.25,-,-,0,,,,,#N/A,,
HOME IMPROVEMENT,,,enkanta-online,Oddy_medium_risk,FALSE,1.5,ADDI_PAGO_CO_ODYSSEUS,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,1,-,-,0,,,,,#N/A,,
ELECTIVE EDUCATIONAL SERVICES,,,escuelainternacionaldeexcelencia-online,Oddy_medium_risk,FALSE,1,ADDI_PAGO_CO_ODYSSEUS,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,1.25,-,-,0,,,,,#N/A,,
APPAREL,,,esmeraldascolombia-ecommerce,Oddy_medium_risk,FALSE,1,ADDI_PAGO_CO_ODYSSEUS,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,1.25,-,-,0,,,,,#N/A,,
APPAREL,,,esmeraldascolombia-online,Oddy_medium_risk,FALSE,1,ADDI_PAGO_CO_ODYSSEUS,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,1.25,-,-,0,,,,,#N/A,,
APPAREL,,,essandcolombiasas-ecommerce,Oddy_medium_risk,FALSE,1,ADDI_PAGO_CO_ODYSSEUS,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,1.25,-,-,0,,,,,#N/A,,
APPAREL,,,essandcolombiasas-online,Oddy_medium_risk,FALSE,1,ADDI_PAGO_CO_ODYSSEUS,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,1.25,-,-,0,,,,,#N/A,,
ELECTIVE EDUCATIONAL SERVICES,,,evolutionidiomas-online,Oddy_medium_risk,FALSE,1,ADDI_PAGO_CO_ODYSSEUS,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,1.25,-,-,0,,,,,#N/A,,
ELECTIVE EDUCATIONAL SERVICES,,,excelcursos-online,rejection_policy_pago,FALSE,8,ADDI_PAGO_PD_AT_ORIGINATION_V3,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,10,rejection_policy_pago,-,0,,,,,#N/A,,
ELECTIVE EDUCATIONAL SERVICES,,,experienceidiomas-online,Oddy_medium_risk,FALSE,0.72,ADDI_PAGO_CO_ODYSSEUS,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,0.9,-,-,0,,,,,#N/A,,
APPAREL,,,fajitex-ecommerce,Oddy_medium_risk,FALSE,1,ADDI_PAGO_CO_ODYSSEUS,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,1.25,-,-,0,,,,,#N/A,,
APPAREL,,,fajitex-online,Oddy_medium_risk,FALSE,1,ADDI_PAGO_CO_ODYSSEUS,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,1.25,-,-,0,,,,,#N/A,,
ELECTIVE MEDICAL SERVICES,,,felipeamayacirugia-online,Oddy_medium_risk,FALSE,1.3,ADDI_PAGO_CO_ODYSSEUS,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,1,-,-,0,,,,,#N/A,,
Jewerly Store,,,fenomena-ecommerce,Oddy_medium_risk,FALSE,1,ADDI_PAGO_CO_ODYSSEUS,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,1,-,-,0,,,,,#N/A,,
Jewerly Store,,,fenomena-online,Oddy_medium_risk,FALSE,1,ADDI_PAGO_CO_ODYSSEUS,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,1,-,-,0,,,,,#N/A,,
HOME IMPROVEMENT,,,ferremaster-online,rejection_policy_pago,FALSE,15,ADDI_PAGO_PD_AT_ORIGINATION_V3,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,10,rejection_policy_pago,-,0,,,,,#N/A,,
Cleaning utilities,,,floresa-ecommerce,Oddy_medium_risk,FALSE,1,ADDI_PAGO_CO_ODYSSEUS,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,1,-,-,0,,,,,#N/A,,
Cleaning utilities,,,floresa-online,Oddy_medium_risk,FALSE,1,ADDI_PAGO_CO_ODYSSEUS,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,1,-,-,0,,,,,#N/A,,
SPORTS AND ACCESSORIES,,,fox-ecommerce,Oddy_medium_risk,FALSE,1,ADDI_PAGO_CO_ODYSSEUS,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,1.25,-,-,0,,,,,#N/A,,
SPORTS AND ACCESSORIES,,,fox-online,Oddy_medium_risk,FALSE,1,ADDI_PAGO_CO_ODYSSEUS,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,1.25,-,-,0,,,,,#N/A,,
SPORTS AND ACCESSORIES,,,frbikehouseapartadoonline,Oddy_medium_risk,FALSE,1,ADDI_PAGO_CO_ODYSSEUS,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,1.25,-,-,0,,,,,#N/A,,
SPORTS AND ACCESSORIES,,,frbikehousechiquinquiraonline,Oddy_medium_risk,FALSE,1,ADDI_PAGO_CO_ODYSSEUS,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,1.25,-,-,0,,,,,#N/A,,
SPORTS AND ACCESSORIES,,,frbikehousecliffchaparral-online,Oddy_medium_risk,FALSE,1,ADDI_PAGO_CO_ODYSSEUS,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,1.25,-,-,0,,,,,#N/A,,
SPORTS AND ACCESSORIES,,,frbikehousegirardot-online,Oddy_medium_risk,FALSE,1,ADDI_PAGO_CO_ODYSSEUS,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,1.25,-,-,0,,,,,#N/A,,
SPORTS AND ACCESSORIES,,,frbikehouseibagueonline,Oddy_medium_risk,FALSE,1,ADDI_PAGO_CO_ODYSSEUS,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,1.25,-,-,0,,,,,#N/A,,
SPORTS AND ACCESSORIES,,,frbikehousesangilonline,rejection_policy_pago,FALSE,1,ADDI_PAGO_PD_AT_ORIGINATION_V3,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,1.25,rejection_policy_pago,-,0,,,,,#N/A,,
SPORTS AND ACCESSORIES,,,frbikehousesinceonline,Oddy_medium_risk,FALSE,1,ADDI_PAGO_CO_ODYSSEUS,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,1.25,-,-,0,,,,,#N/A,,
SPORTS AND ACCESSORIES,,,frbikehouseyopalonline,Oddy_medium_risk,FALSE,1,ADDI_PAGO_CO_ODYSSEUS,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,1.25,-,-,0,,,,,#N/A,,
APPAREL,,,glamazon-ecommerce,rejection_policy_pago,FALSE,1,ADDI_PAGO_PD_AT_ORIGINATION_V3,ADDI_FALLBACK_PAGO_CO,ADDI_PAGO_PD_AT_ORIGINATION_V1,,,1.25,rejection_policy_pago,-,0,,,,,#N/A,,
